,part_id,word,reaction_time,slider_order,energy,complexity,movement,replication,communication,monitoring,reaction,variety,mistakes,learning,goal_setting,freewill,agency,goal_directedness,cluster
108,6503085.0,chimpanzee,51052.10000002384,2,97.0,84.0,100.0,99.0,81.0,47.0,97.0,71.0,97.0,72.0,66.0,98.0,95.0,69.0,5.0
109,6503085.0,wristwatch,41411.09999996424,2,96.0,47.0,68.0,2.0,2.0,0.0,8.0,7.0,24.0,0.0,1.0,2.0,2.0,0.0,3.0
110,6503085.0,computer_virus,43727.5,2,49.0,76.0,12.0,64.0,3.0,2.0,4.0,5.0,31.0,2.0,1.0,1.0,1.0,1.0,4.0
111,6503085.0,car,43113.69999998808,2,97.0,70.0,20.0,2.0,0.0,2.0,17.0,18.0,73.0,2.0,3.0,0.0,1.0,3.0,3.0
112,6503085.0,autonomous_car,40206.10000002384,2,91.0,23.0,48.0,2.0,9.0,1.0,2.0,29.0,78.0,4.0,4.0,3.0,3.0,3.0,2.0
113,6503085.0,robot,38836.80000001192,2,81.0,28.0,53.0,2.0,29.0,3.0,19.0,24.0,77.0,1.0,3.0,3.0,3.0,3.0,2.0
114,6503085.0,chicken,52109.10000002384,2,83.0,78.0,97.0,98.0,74.0,42.0,85.0,56.0,19.0,72.0,49.0,98.0,76.0,49.0,0.0
115,6503085.0,jelly_fish,48951.80000001192,2,80.0,28.0,96.0,95.0,48.0,26.0,79.0,26.0,10.0,47.0,30.0,63.0,62.0,31.0,0.0
116,6503085.0,dolphin,36725.60000002384,2,98.0,80.0,96.0,99.0,99.0,62.0,88.0,81.0,76.0,97.0,47.0,98.0,86.0,49.0,5.0
117,6503085.0,hammer,36086.80000001192,2,1.0,8.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
118,6503085.0,thermostat,38915.59999996424,2,16.0,8.0,8.0,1.0,2.0,2.0,20.0,2.0,17.0,2.0,3.0,3.0,3.0,1.0,3.0
119,6503085.0,artificial_intelligence,46962.0,2,78.0,68.0,9.0,2.0,71.0,4.0,14.0,63.0,95.0,64.0,11.0,2.0,1.0,8.0,2.0
120,6503094.0,rock,44777.0,2,1.0,1.0,0.0,1.0,1.0,1.0,79.0,20.0,2.0,1.0,0.0,98.0,1.0,0.0,1.0
121,6503094.0,human,31586.0,2,98.0,98.0,98.0,12.0,99.0,99.0,100.0,98.0,98.0,99.0,86.0,99.0,22.0,99.0,5.0
122,6503094.0,autonomous_car,40700.5,2,97.0,98.0,43.0,2.0,98.0,76.0,98.0,30.0,88.0,99.0,3.0,4.0,29.0,89.0,2.0
123,6503094.0,computer,42604.59999999963,2,98.0,99.0,2.0,0.0,79.0,83.0,60.0,98.0,98.0,98.0,21.0,2.0,31.0,77.0,2.0
124,6503094.0,robot_vacuum_cleaner,31163.10000000149,2,98.0,99.0,97.0,1.0,78.0,76.0,99.0,70.0,99.0,99.0,18.0,26.0,65.0,89.0,3.0
125,6503094.0,dolphin,32202.099999999627,2,99.0,98.0,99.0,55.0,98.0,75.0,97.0,69.0,88.0,88.0,72.0,97.0,75.0,94.0,5.0
126,6503094.0,chimpanzee,29854.5,2,98.0,99.0,100.0,59.0,98.0,89.0,97.0,55.0,99.0,97.0,50.0,95.0,79.0,97.0,5.0
127,6503094.0,virtual_assistant,28158.400000000373,2,98.0,99.0,2.0,2.0,100.0,34.0,98.0,97.0,99.0,99.0,91.0,2.0,83.0,98.0,2.0
128,6503094.0,artificial_intelligence,30287.800000000745,2,62.0,94.0,2.0,1.0,66.0,83.0,70.0,99.0,93.0,99.0,99.0,94.0,74.0,98.0,2.0
129,6503094.0,chicken,45364.699999999255,2,100.0,98.0,99.0,95.0,79.0,38.0,99.0,91.0,99.0,98.0,47.0,98.0,69.0,82.0,0.0
130,6503094.0,robot,32170.0,2,99.0,96.0,98.0,1.0,97.0,87.0,99.0,98.0,98.0,97.0,42.0,24.0,70.0,87.0,2.0
131,6503094.0,thermostat,40432.699999999255,2,99.0,75.0,2.0,0.0,3.0,2.0,76.0,43.0,61.0,12.0,2.0,2.0,49.0,74.0,3.0
132,6503094.0,computer_virus,41165.800000000745,2,1.0,61.0,0.0,97.0,2.0,54.0,49.0,3.0,8.0,3.0,1.0,100.0,4.0,1.0,4.0
133,6503094.0,smartphone,33981.300000000745,2,99.0,99.0,2.0,1.0,98.0,99.0,91.0,68.0,97.0,31.0,98.0,1.0,82.0,99.0,2.0
134,6503094.0,car,34303.800000000745,2,99.0,99.0,98.0,1.0,2.0,3.0,96.0,12.0,46.0,3.0,1.0,1.0,8.0,73.0,3.0
135,6503094.0,biological_virus,44379.199999999255,2,97.0,10.0,87.0,99.0,2.0,10.0,99.0,1.0,3.0,69.0,3.0,57.0,3.0,2.0,4.0
136,6503094.0,jelly_fish,30993.79999999888,2,99.0,41.0,99.0,99.0,59.0,5.0,99.0,3.0,58.0,71.0,22.0,65.0,45.0,29.0,0.0
137,6503094.0,hammer,34658.70000000112,2,93.0,1.0,1.0,3.0,1.0,2.0,74.0,14.0,1.0,1.0,1.0,2.0,93.0,2.0,1.0
138,6503094.0,tree,39820.0,2,99.0,91.0,3.0,64.0,2.0,4.0,41.0,2.0,1.0,2.0,2.0,95.0,37.0,3.0,4.0
139,6503094.0,wristwatch,26643.900000000373,2,97.0,86.0,3.0,2.0,2.0,2.0,2.0,0.0,65.0,1.0,3.0,19.0,86.0,0.0,3.0
140,6503099.0,rock,47409.40000000014,2,13.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141,6503099.0,human,45276.19999999995,2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,5.0
142,6503099.0,thermostat,50438.5,2,72.0,36.0,0.0,0.0,6.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,3.0
143,6503099.0,computer_virus,50565.39999999991,2,62.0,74.0,74.0,100.0,54.0,77.0,56.0,78.0,78.0,52.0,0.0,0.0,0.0,55.0,4.0
144,6503099.0,computer,60606.700000000186,2,83.0,100.0,0.0,0.0,6.0,24.0,3.0,100.0,100.0,80.0,0.0,0.0,0.0,83.0,2.0
145,6503099.0,robot,38267.30000000005,2,100.0,100.0,75.0,0.0,4.0,4.0,49.0,77.0,76.0,4.0,0.0,0.0,0.0,75.0,2.0
146,6503099.0,virtual_assistant,55273.40000000014,2,80.0,57.0,0.0,0.0,54.0,21.0,13.0,74.0,73.0,4.0,24.0,0.0,0.0,76.0,2.0
147,6503099.0,biological_virus,43750.30000000005,2,0.0,76.0,74.0,76.0,0.0,73.0,75.0,0.0,0.0,0.0,0.0,73.0,0.0,80.0,4.0
148,6503099.0,chimpanzee,25682.899999999907,2,74.0,72.0,72.0,73.0,82.0,81.0,81.0,82.0,83.0,82.0,22.0,49.0,48.0,36.0,5.0
149,6503099.0,dolphin,46516.5,2,86.0,100.0,100.0,86.0,85.0,84.0,84.0,84.0,84.0,84.0,7.0,17.0,0.0,7.0,5.0
150,6503099.0,tree,46900.09999999986,2,11.0,75.0,0.0,0.0,0.0,71.0,76.0,73.0,12.0,0.0,2.0,0.0,0.0,83.0,4.0
151,6503099.0,robot_vacuum_cleaner,31375.0,2,100.0,100.0,84.0,0.0,0.0,80.0,63.0,81.0,80.0,0.0,48.0,0.0,0.0,50.0,3.0
152,6503099.0,smartphone,62607.69999999995,2,77.0,76.0,0.0,0.0,4.0,44.0,4.0,100.0,100.0,4.0,6.0,0.0,0.0,80.0,2.0
153,6503099.0,autonomous_car,30255.69999999996,2,100.0,100.0,100.0,0.0,0.0,76.0,29.0,77.0,77.0,0.0,0.0,0.0,0.0,76.0,2.0
154,6503099.0,jelly_fish,35149.69999999995,2,0.0,76.0,74.0,75.0,4.0,50.0,78.0,78.0,76.0,79.0,49.0,54.0,51.0,50.0,0.0
155,6503099.0,car,28272.300000000047,2,100.0,100.0,100.0,0.0,0.0,41.0,29.0,87.0,86.0,0.0,0.0,0.0,0.0,79.0,3.0
156,6503099.0,wristwatch,29234.90000000014,2,78.0,78.0,0.0,0.0,0.0,8.0,0.0,7.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0
157,6503099.0,hammer,21773.499999999767,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0
158,6503099.0,artificial_intelligence,31966.0,2,69.0,48.0,0.0,19.0,42.0,76.0,15.0,78.0,78.0,42.0,0.0,0.0,0.0,60.0,2.0
159,6503099.0,chicken,50660.30000000028,2,71.0,100.0,100.0,100.0,12.0,23.0,54.0,81.0,79.0,48.0,0.0,49.0,9.0,9.0,0.0
160,6503095.0,rock,73007.20000000298,2,30.0,75.0,0.0,5.0,0.0,0.0,66.0,74.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
161,6503095.0,human,38420.30000001192,2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,71.0,48.0,100.0,5.0
162,6503095.0,thermostat,45799.5,2,100.0,79.0,0.0,0.0,0.0,50.0,8.0,22.0,72.0,0.0,20.0,0.0,51.0,100.0,3.0
163,6503095.0,dolphin,28209.60000000894,2,100.0,98.0,100.0,100.0,89.0,100.0,100.0,71.0,100.0,100.0,48.0,80.0,47.0,100.0,5.0
164,6503095.0,smartphone,31104.20000000298,2,100.0,100.0,5.0,0.0,100.0,100.0,67.0,100.0,74.0,80.0,65.0,0.0,53.0,77.0,2.0
165,6503095.0,robot,37385.5,2,100.0,100.0,100.0,0.0,76.0,72.0,78.0,66.0,90.0,32.0,40.0,6.0,47.0,100.0,2.0
