part_id,word,mean_score,score_std,win_prob,win_prob_std,reaction_time_mean,reaction_time_std,sense_prob,sense_std
6305770.0,jelly_fish,0.5555555555555556,2.0069324297987157,0.6666666666666666,0.5,6260.555555555556,6445.032915181875,,
6305770.0,artificial_intelligence,-0.2222222222222222,1.9860625479688307,0.5555555555555556,0.5270462766947299,3510.8888888888887,1395.1280805399592,,
6305770.0,god,-2.111111111111111,0.6009252125773316,0.0,0.0,5213.777777777777,4472.768068483369,,
6305770.0,virus,0.2222222222222222,1.986062547968831,0.6666666666666666,0.5,9641.777777777777,11252.565038445433,,
6305770.0,human,2.6666666666666665,0.7071067811865476,1.0,0.0,6340.111111111111,8192.100225895136,,
6305770.0,chimpanzee,2.0,1.224744871391589,0.8888888888888888,0.33333333333333337,6964.444444444444,8902.46190824638,,
6305770.0,robot,-0.8888888888888888,1.5365907428821477,0.2222222222222222,0.44095855184409843,5342.0,5198.293037142096,,
6305770.0,rock,-1.3333333333333333,1.1180339887498947,0.1111111111111111,0.33333333333333337,3815.222222222222,1746.0110092563689,,
6305770.0,autonomous_car,-0.2222222222222222,1.855921454276674,0.5555555555555556,0.5270462766947299,5945.111111111111,6292.532328968292,,
6305770.0,computer,-0.6666666666666666,1.6583123951777,0.3333333333333333,0.5,4777.888888888889,3755.6309205127054,,
6305774.0,jelly_fish,-1.0,1.3228756555322954,0.2222222222222222,0.44095855184409843,3612.5888888891786,1822.125702609169,,
6305774.0,artificial_intelligence,1.5555555555555556,1.8104634152000358,0.8888888888888888,0.33333333333333337,2705.68888888922,309.14910821692393,,
6305774.0,god,-1.4444444444444444,1.2360330811826106,0.1111111111111111,0.33333333333333337,8902.455555555722,14287.452953650756,,
6305774.0,virus,-1.2222222222222223,1.855921454276674,0.3333333333333333,0.5,5528.300000000538,6398.013107207487,,
6305774.0,human,3.0,0.0,1.0,0.0,2568.877777777819,350.9990305467197,,
6305774.0,chimpanzee,-0.3333333333333333,1.6583123951776997,0.4444444444444444,0.5270462766947299,2687.8333333333335,464.37700739809327,,
6305774.0,robot,0.1111111111111111,1.9649710204252662,0.5555555555555556,0.5270462766947299,3870.5444444442787,3669.779377602118,,
6305774.0,rock,-2.0,0.8660254037844386,0.0,0.0,3520.844444444403,1803.6386335067743,,
6305774.0,autonomous_car,0.3333333333333333,1.9364916731037087,0.6666666666666666,0.5,5186.244444444154,6434.110044542338,,
6305774.0,computer,1.0,2.1213203435596424,0.7777777777777778,0.44095855184409843,8664.822222222263,14101.374437690598,,
6305771.0,jelly_fish,0.4444444444444444,3.0459444804161775,0.5555555555555556,0.5270462766947299,5705.411111109786,3330.1672951364517,,
6305771.0,artificial_intelligence,1.1111111111111112,2.848001248439177,0.6666666666666666,0.5,6432.977777772479,2706.340917996365,,
6305771.0,god,-1.6666666666666667,2.23606797749979,0.2222222222222222,0.44095855184409843,5517.111111104488,3589.597124490745,,
6305771.0,virus,3.0,0.0,1.0,0.0,4814.055555545621,3339.3829872134493,,
6305771.0,human,2.2222222222222223,1.9860625479688305,0.8888888888888888,0.33333333333333337,7370.388888885577,7317.601967936906,,
6305771.0,chimpanzee,1.5555555555555556,2.6034165586355513,0.7777777777777778,0.44095855184409843,8389.777777774467,6968.647131583311,,
6305771.0,robot,-1.6666666666666667,2.0,0.3333333333333333,0.5,4516.144444439146,1681.9992264544528,,
6305771.0,rock,-2.5555555555555554,0.8819171036881968,0.0,0.0,7263.5666666660045,3834.657666267513,,
6305771.0,autonomous_car,-1.2222222222222223,2.5385910352879693,0.2222222222222222,0.44095855184409843,6761.599999997351,4098.304870310679,,
6305771.0,computer,-1.2222222222222223,2.3333333333333335,0.3333333333333333,0.5,4665.033333334658,2014.346861268494,,
6305779.0,jelly_fish,-1.1111111111111112,2.4209731743889917,0.2222222222222222,0.44095855184409843,4515.377777735393,3234.0042230881418,,
6305779.0,artificial_intelligence,1.3333333333333333,1.224744871391589,0.8888888888888888,0.33333333333333337,4448.377777894338,4586.40535036804,,
6305779.0,god,-3.0,0.0,0.0,0.0,2787.122222264608,388.55292355058947,,
6305779.0,virus,-0.1111111111111111,2.420973174388992,0.3333333333333333,0.5,3529.966666698456,1234.8353049777625,,
6305779.0,human,2.7777777777777777,0.6666666666666667,1.0,0.0,4774.88888894187,4616.6910290192645,,
