part_id,word,mean_score,score_std,win_prob,win_prob_std,sense_prob,sense_std
5e8f4d8918ca6c2314765d92,chimpanzee,0.7777777777777778,1.6414763002993507,0.7777777777777778,0.44095855184409843,0.8888888888888888,0.33333333333333337
5e8f4d8918ca6c2314765d92,jelly_fish,-1.2222222222222223,1.7159383568311668,0.2222222222222222,0.44095855184409843,1.0,0.0
5e8f4d8918ca6c2314765d92,autonomous_car,-1.4444444444444444,1.2360330811826103,0.1111111111111111,0.33333333333333337,0.8888888888888888,0.33333333333333337
5e8f4d8918ca6c2314765d92,virus,-0.2222222222222222,1.7873008824606014,0.4444444444444444,0.5270462766947299,1.0,0.0
5e8f4d8918ca6c2314765d92,human,2.2222222222222223,1.3017082793177757,0.8888888888888888,0.33333333333333337,1.0,0.0
5e8f4d8918ca6c2314765d92,robot,-0.4444444444444444,1.6666666666666667,0.4444444444444444,0.5270462766947299,1.0,0.0
5e8f4d8918ca6c2314765d92,rock,-2.2222222222222223,0.6666666666666666,0.0,0.0,1.0,0.0
5e8f4d8918ca6c2314765d92,artificial_intelligence,0.6666666666666666,1.8708286933869707,0.6666666666666666,0.5,1.0,0.0
5e8f4d8918ca6c2314765d92,god,2.111111111111111,0.927960727138337,1.0,0.0,1.0,0.0
5e8f4d8918ca6c2314765d92,computer,-0.2222222222222222,2.048034287907418,0.4444444444444444,0.5270462766947299,1.0,0.0
614b53c4e3ff9739cc026895,chimpanzee,0.6666666666666666,2.598076211353316,0.6666666666666666,0.5,1.0,0.0
614b53c4e3ff9739cc026895,jelly_fish,-2.2222222222222223,1.3017082793177759,0.1111111111111111,0.33333333333333337,0.6666666666666666,0.5
614b53c4e3ff9739cc026895,autonomous_car,2.0,1.5811388300841898,0.8888888888888888,0.33333333333333337,0.8888888888888888,0.33333333333333337
614b53c4e3ff9739cc026895,virus,-0.5555555555555556,2.5055493963954847,0.3333333333333333,0.5,0.8888888888888888,0.33333333333333337
614b53c4e3ff9739cc026895,human,-0.2222222222222222,3.073181485764296,0.4444444444444444,0.5270462766947299,0.8888888888888888,0.33333333333333337
614b53c4e3ff9739cc026895,robot,1.1111111111111112,2.3687784005919825,0.7777777777777778,0.44095855184409843,1.0,0.0
614b53c4e3ff9739cc026895,rock,-2.4444444444444446,0.8819171036881968,0.0,0.0,0.6666666666666666,0.5
614b53c4e3ff9739cc026895,artificial_intelligence,2.2222222222222223,1.6414763002993507,0.8888888888888888,0.33333333333333337,1.0,0.0
614b53c4e3ff9739cc026895,god,-1.6666666666666667,2.179449471770337,0.2222222222222222,0.44095855184409843,0.8888888888888888,0.33333333333333337
614b53c4e3ff9739cc026895,computer,1.1111111111111112,2.848001248439177,0.6666666666666666,0.5,1.0,0.0
61133b44c0f877a21f27c3ee,chimpanzee,-1.2222222222222223,1.7159383568311668,0.2222222222222222,0.44095855184409843,0.4444444444444444,0.5270462766947299
61133b44c0f877a21f27c3ee,jelly_fish,-1.5555555555555556,1.5898986690282428,0.1111111111111111,0.33333333333333337,0.4444444444444444,0.5270462766947299
61133b44c0f877a21f27c3ee,autonomous_car,0.3333333333333333,1.5811388300841898,0.5555555555555556,0.5270462766947299,0.8888888888888888,0.33333333333333337
61133b44c0f877a21f27c3ee,virus,-0.2222222222222222,1.7873008824606014,0.4444444444444444,0.5270462766947299,0.4444444444444444,0.5270462766947299
61133b44c0f877a21f27c3ee,human,2.0,1.224744871391589,0.8888888888888888,0.33333333333333337,1.0,0.0
61133b44c0f877a21f27c3ee,robot,-0.2222222222222222,1.5634719199411433,0.3333333333333333,0.5,0.4444444444444444,0.5270462766947299
61133b44c0f877a21f27c3ee,rock,-2.6666666666666665,0.5,0.0,0.0,0.6666666666666666,0.5
61133b44c0f877a21f27c3ee,artificial_intelligence,0.8888888888888888,1.8333333333333333,0.6666666666666666,0.5,1.0,0.0
61133b44c0f877a21f27c3ee,god,1.5555555555555556,0.7264831572567789,1.0,0.0,0.5555555555555556,0.5270462766947299
61133b44c0f877a21f27c3ee,computer,1.1111111111111112,1.964971020425266,0.7777777777777778,0.44095855184409843,1.0,0.0
61088dc29d639b015d4cd918,chimpanzee,1.0,2.0615528128088303,0.7777777777777778,0.44095855184409843,1.0,0.0
61088dc29d639b015d4cd918,jelly_fish,0.6666666666666666,2.1213203435596424,0.6666666666666666,0.5,1.0,0.0
61088dc29d639b015d4cd918,autonomous_car,-0.6666666666666666,1.6583123951777001,0.4444444444444444,0.5270462766947299,1.0,0.0
61088dc29d639b015d4cd918,virus,-0.1111111111111111,1.9649710204252662,0.5555555555555556,0.5270462766947299,1.0,0.0
61088dc29d639b015d4cd918,human,1.5555555555555556,1.740051084818425,0.8888888888888888,0.33333333333333337,1.0,0.0
61088dc29d639b015d4cd918,robot,-0.8888888888888888,1.8333333333333333,0.2222222222222222,0.44095855184409843,1.0,0.0
61088dc29d639b015d4cd918,rock,-2.3333333333333335,1.0,0.0,0.0,1.0,0.0
61088dc29d639b015d4cd918,artificial_intelligence,-0.8888888888888888,1.536590742882148,0.3333333333333333,0.5,1.0,0.0
61088dc29d639b015d4cd918,god,3.0,0.0,1.0,0.0,1.0,0.0
61088dc29d639b015d4cd918,computer,-1.3333333333333333,1.1180339887498947,0.1111111111111111,0.3333333333333333,1.0,0.0
6175b756491e339b289ca959,chimpanzee,1.5555555555555556,1.0137937550497031,0.8888888888888888,0.33333333333333337,1.0,0.0
6175b756491e339b289ca959,jelly_fish,0.3333333333333333,1.3228756555322954,0.7777777777777778,0.44095855184409843,1.0,0.0
6175b756491e339b289ca959,autonomous_car,-0.1111111111111111,1.90029237516523,0.5555555555555556,0.5270462766947299,1.0,0.0
6175b756491e339b289ca959,virus,-0.5555555555555556,1.5898986690282426,0.4444444444444444,0.5270462766947299,1.0,0.0
6175b756491e339b289ca959,human,2.4444444444444446,0.7264831572567788,1.0,0.0,1.0,0.0
6175b756491e339b289ca959,robot,0.3333333333333333,1.5811388300841898,0.6666666666666666,0.5,1.0,0.0
6175b756491e339b289ca959,rock,-1.3333333333333333,1.1180339887498947,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.33333333333333337
6175b756491e339b289ca959,artificial_intelligence,-0.4444444444444444,1.4240006242195884,0.3333333333333333,0.5,1.0,0.0
6175b756491e339b289ca959,god,-1.2222222222222223,0.6666666666666667,0.0,0.0,1.0,0.0
6175b756491e339b289ca959,computer,-1.0,1.5811388300841898,0.2222222222222222,0.44095855184409843,0.8888888888888888,0.33333333333333337
60ad33772c5d282d6a2021e8,chimpanzee,-1.1111111111111112,1.7638342073763937,0.2222222222222222,0.44095855184409843,0.4444444444444444,0.5270462766947299
60ad33772c5d282d6a2021e8,jelly_fish,-1.5555555555555556,1.3333333333333335,0.1111111111111111,0.33333333333333337,0.4444444444444444,0.5270462766947299
60ad33772c5d282d6a2021e8,autonomous_car,0.6666666666666666,2.0,0.6666666666666666,0.5,0.7777777777777778,0.44095855184409843
60ad33772c5d282d6a2021e8,virus,0.6666666666666666,2.0,0.6666666666666666,0.5,1.0,0.0
